"proponente_id","data_solicitacao","cpf_cnpj","nome_razao_social","tipo_pessoa","renda_bruta_anual_declarada","valor_solicitado_credito","finalidade_credito","localizacao_propriedade","area_total_hectares","cultura_principal","possui_experiencia_atividade","anos_experiencia","fontes_dados_adicionais","metadata_evento","ingestion_timestamp"
PROP_09943,1751380,"75.709.459/0030-85",Produtor Rural Exemplo PROP_09943,JURIDICA,604111.86,212048.23,INVESTIMENTO_MAQUINARIO,"{latitude=-31.169213, longitude=-49.209621, municipio=Municipio Exemplo 47, uf=PI}",240.01,FEIJAO,true,32,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-508758}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751380}",2025-07-01 11:43:06.428 -0300
PROP_02704,1751381,"63.448.366/2002-36",Produtor Rural Exemplo PROP_02704,JURIDICA,259116.83,373111.3,CUSTEIO_SAFRA,"{latitude=3.804685, longitude=-43.248993, municipio=Municipio Exemplo 43, uf=PA}",1076.19,ARROZ,true,39,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-447372}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:43:52.044 -0300
PROP_06612,1751381,"28.809.050/2644-49",Produtor Rural Exemplo PROP_06612,JURIDICA,627610.28,174379.74,CUSTEIO_SAFRA,"{latitude=2.940239, longitude=-38.981388, municipio=Municipio Exemplo 43, uf=AP}",380.5,CAFE,false,0,"{serasa_score=729, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-414719}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:44:14.028 -0300
PROP_01943,1751381,"54.328.429/2117-11",Produtor Rural Exemplo PROP_01943,JURIDICA,122622.78,146586.83,OUTROS,"{latitude=-27.68915, longitude=-46.106317, municipio=Municipio Exemplo 61, uf=SP}",1126.38,FRUTICULTURA,false,0,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-974442}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:44:57.197 -0300
PROP_00856,1751381,"22.371.594/5454-89",Produtor Rural Exemplo PROP_00856,JURIDICA,664743.63,398023.44,INVESTIMENTO_MAQUINARIO,"{latitude=-11.981439, longitude=-73.583179, municipio=Municipio Exemplo 51, uf=PI}",1593.06,MILHO,true,31,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-108057}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:45:39.252 -0300
PROP_01441,1751381,"92.683.540/9201-33",Produtor Rural Exemplo PROP_01441,JURIDICA,51905.77,469869.28,CUSTEIO_SAFRA,"{latitude=-12.083052, longitude=-62.107286, municipio=Municipio Exemplo 75, uf=PA}",939.09,EUCALIPTO,true,17,"{serasa_score=760, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-693477}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:46:08.020 -0300
PROP_08927,1751381,"03.667.939/2112-96",Produtor Rural Exemplo PROP_08927,JURIDICA,415687.21,55591.34,CUSTEIO_SAFRA,"{latitude=-33.981688, longitude=-56.456885, municipio=Municipio Exemplo 27, uf=GO}",1857.95,FRUTICULTURA,false,0,"{serasa_score=492, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-160616}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:46:10.276 -0300
PROP_05909,1751381,"88.997.541/5234-39",Produtor Rural Exemplo PROP_05909,JURIDICA,286196.59,307390.76,AMPLIACAO_AREA,"{latitude=-31.391617, longitude=-37.139425, municipio=Municipio Exemplo 53, uf=RN}",1078.8,ALGODAO,false,0,"{serasa_score=457, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-749192}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:46:38.472 -0300
PROP_07136,1751381,"39.113.032/2719-51",Produtor Rural Exemplo PROP_07136,JURIDICA,571537.77,263448.87,OUTROS,"{latitude=-4.2702, longitude=-43.514572, municipio=Municipio Exemplo 22, uf=GO}",1541.94,TRIGO,false,0,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-861451}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:47:03.047 -0300
PROP_02761,1751381,"41.116.478/1729-92",Produtor Rural Exemplo PROP_02761,JURIDICA,59313.51,283987.9,CUSTEIO_SAFRA,"{latitude=0.845569, longitude=-52.921505, municipio=Municipio Exemplo 53, uf=PR}",115.05,ALGODAO,true,2,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-326076}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:47:16.192 -0300
PROP_04107,1751381,"68.784.496/6374-67",Produtor Rural Exemplo PROP_04107,JURIDICA,654932.7,189324.33,CUSTEIO_SAFRA,"{latitude=-4.854547, longitude=-52.055322, municipio=Municipio Exemplo 38, uf=MA}",1761.34,CANA_DE_ACUCAR,false,0,"{serasa_score=801, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-730149}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:47:37.032 -0300
PROP_02203,1751381,"97.971.303/9852-20",Produtor Rural Exemplo PROP_02203,JURIDICA,891657.51,262847.76,INVESTIMENTO_MAQUINARIO,"{latitude=3.734575, longitude=-49.00638, municipio=Municipio Exemplo 22, uf=RS}",764.95,MILHO,false,0,"{serasa_score=842, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-232153}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:47:39.560 -0300
PROP_02189,1751381,"00.304.094/4840-89",Produtor Rural Exemplo PROP_02189,JURIDICA,660172.85,153803.77,INVESTIMENTO_MAQUINARIO,"{latitude=-11.760974, longitude=-70.576638, municipio=Municipio Exemplo 98, uf=CE}",794.58,ALGODAO,true,28,"{serasa_score=677, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-677320}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:47:43.888 -0300
PROP_08829,1751381,"44.054.007/3931-85",Produtor Rural Exemplo PROP_08829,JURIDICA,859066.6,385831.57,INVESTIMENTO_MAQUINARIO,"{latitude=2.537589, longitude=-40.72955, municipio=Municipio Exemplo 93, uf=PR}",388.25,CAFE,false,0,"{serasa_score=591, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-191183}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:47:58.952 -0300
PROP_05893,1751381,"89.706.505/1938-32",Produtor Rural Exemplo PROP_05893,JURIDICA,280122.17,319130.6,INVESTIMENTO_MAQUINARIO,"{latitude=-11.671994, longitude=-61.99197, municipio=Municipio Exemplo 72, uf=MS}",381.06,FEIJAO,true,12,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-412656}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:48:14.945 -0300
PROP_05425,1751381,"00.812.871/4417-90",Produtor Rural Exemplo PROP_05425,JURIDICA,992821.19,417673.75,OUTROS,"{latitude=-3.42383, longitude=-68.958641, municipio=Municipio Exemplo 79, uf=RO}",1474.95,ARROZ,true,36,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-419943}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:48:42.236 -0300
PROP_05055,1751381,"79.890.744/8925-42",Produtor Rural Exemplo PROP_05055,JURIDICA,740322.55,480293.38,CUSTEIO_SAFRA,"{latitude=2.764129, longitude=-49.853913, municipio=Municipio Exemplo 41, uf=SC}",449.86,CANA_DE_ACUCAR,false,0,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-755743}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:48:47.734 -0300
PROP_06072,1751381,"89.304.709/8351-82",Produtor Rural Exemplo PROP_06072,JURIDICA,459395.18,17349.19,OUTROS,"{latitude=-9.661414, longitude=-36.459429, municipio=Municipio Exemplo 9, uf=BA}",51.09,FRUTICULTURA,true,37,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-239529}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:49:36.843 -0300
PROP_07908,1751381,"36.735.084/5005-03",Produtor Rural Exemplo PROP_07908,JURIDICA,562239.08,475992.86,OUTROS,"{latitude=-7.525651, longitude=-49.412661, municipio=Municipio Exemplo 80, uf=DF}",516.5,ARROZ,false,0,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-893762}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:43:30.542 -0300
PROP_01672,1751381,"09.463.032/9524-56",Produtor Rural Exemplo PROP_01672,JURIDICA,815076.36,145788.41,OUTROS,"{latitude=4.997851, longitude=-42.423592, municipio=Municipio Exemplo 71, uf=AM}",644.16,MILHO,false,0,"{serasa_score=414, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-685872}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:44:28.576 -0300
PROP_03612,1751381,"37.934.355/1880-13",Produtor Rural Exemplo PROP_03612,JURIDICA,719463.21,99334.58,AMPLIACAO_AREA,"{latitude=3.205839, longitude=-39.716742, municipio=Municipio Exemplo 67, uf=PE}",1632.54,CANA_DE_ACUCAR,true,21,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-537996}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:44:59.484 -0300
PROP_06522,1751381,"05.525.630/7088-16",Produtor Rural Exemplo PROP_06522,JURIDICA,116614.07,38154.87,OUTROS,"{latitude=-27.945834, longitude=-71.381081, municipio=Municipio Exemplo 92, uf=ES}",390.08,MILHO,false,0,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-622340}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:45:09.844 -0300
PROP_02754,1751381,"10.726.166/2380-39",Produtor Rural Exemplo PROP_02754,JURIDICA,81139.68,184957.51,AMPLIACAO_AREA,"{latitude=-33.501116, longitude=-67.343017, municipio=Municipio Exemplo 90, uf=MG}",1111.62,CANA_DE_ACUCAR,false,0,"{serasa_score=328, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-953361}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:45:35.508 -0300
PROP_01245,1751381,"19.852.617/7451-92",Produtor Rural Exemplo PROP_01245,JURIDICA,978371.69,121596.5,AMPLIACAO_AREA,"{latitude=-9.252965, longitude=-53.562946, municipio=Municipio Exemplo 74, uf=GO}",1804.53,ALGODAO,true,19,"{serasa_score=694, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-788812}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:45:52.973 -0300
PROP_07723,1751381,"69.067.112/5176-05",Produtor Rural Exemplo PROP_07723,JURIDICA,327852.77,18615.21,OUTROS,"{latitude=-12.996666, longitude=-46.325066, municipio=Municipio Exemplo 11, uf=PB}",1213.96,CAFE,false,0,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-206574}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:45:55.057 -0300
PROP_04177,1751381,"69.555.426/0061-99",Produtor Rural Exemplo PROP_04177,JURIDICA,52651.03,129017.54,CUSTEIO_SAFRA,"{latitude=-20.947345, longitude=-45.328524, municipio=Municipio Exemplo 30, uf=BA}",308.76,FRUTICULTURA,false,0,"{serasa_score=664, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-700370}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:46:01.500 -0300
PROP_03126,1751381,"17.663.391/2919-50",Produtor Rural Exemplo PROP_03126,JURIDICA,607692.78,169950.4,INVESTIMENTO_MAQUINARIO,"{latitude=-21.045957, longitude=-51.897932, municipio=Municipio Exemplo 57, uf=RN}",1919.58,ARROZ,false,0,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-297327}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:46:24.624 -0300
PROP_09942,1751381,"94.023.117/9315-96",Produtor Rural Exemplo PROP_09942,JURIDICA,401609.61,240748.17,INVESTIMENTO_MAQUINARIO,"{latitude=-21.771526, longitude=-46.5909, municipio=Municipio Exemplo 68, uf=AL}",1989.98,CANA_DE_ACUCAR,false,0,"{serasa_score=855, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-246711}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:46:50.208 -0300
PROP_05968,1751381,"10.157.259/4038-85",Produtor Rural Exemplo PROP_05968,JURIDICA,625102.66,189214.03,INVESTIMENTO_MAQUINARIO,"{latitude=-1.20208, longitude=-36.373788, municipio=Municipio Exemplo 77, uf=BA}",1283.13,TRIGO,false,0,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-253784}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:46:52.273 -0300
PROP_08673,1751381,"75.975.871/6760-57",Produtor Rural Exemplo PROP_08673,JURIDICA,299897.12,463714.45,CUSTEIO_SAFRA,"{latitude=-6.0665, longitude=-63.986919, municipio=Municipio Exemplo 21, uf=AC}",1757.7,ALGODAO,false,0,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-407536}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:48:53.904 -0300
PROP_02999,1751381,"36.258.352/5027-46",Produtor Rural Exemplo PROP_02999,JURIDICA,590433.79,411981.92,INVESTIMENTO_MAQUINARIO,"{latitude=-17.637998, longitude=-45.209335, municipio=Municipio Exemplo 47, uf=RR}",600.86,CANA_DE_ACUCAR,true,12,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-297275}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:49:31.593 -0300
PROP_06592,1751381,"21.078.888/7665-36",Produtor Rural Exemplo PROP_06592,JURIDICA,936425.09,349296.16,INVESTIMENTO_MAQUINARIO,"{latitude=-4.228375, longitude=-54.733994, municipio=Municipio Exemplo 9, uf=ES}",1979.39,FRUTICULTURA,false,0,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-613736}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:43:22.380 -0300
PROP_04370,1751381,"55.116.187/3125-15",Produtor Rural Exemplo PROP_04370,JURIDICA,108072.73,125905.8,CUSTEIO_SAFRA,"{latitude=-9.451576, longitude=-69.991631, municipio=Municipio Exemplo 52, uf=AM}",1369.28,TRIGO,false,0,"{serasa_score=663, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-422819}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:44:08.481 -0300
PROP_04116,1751381,"99.329.136/6006-42",Produtor Rural Exemplo PROP_04116,JURIDICA,494699.89,242024.84,OUTROS,"{latitude=-7.316485, longitude=-40.54794, municipio=Municipio Exemplo 21, uf=PI}",955.14,FRUTICULTURA,false,0,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-832633}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:44:21.180 -0300
PROP_09219,1751381,"86.987.848/6194-49",Produtor Rural Exemplo PROP_09219,JURIDICA,745345.26,39839.18,INVESTIMENTO_MAQUINARIO,"{latitude=-19.488089, longitude=-71.560819, municipio=Municipio Exemplo 49, uf=RS}",20.61,CAFE,false,0,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-729882}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:44:50.604 -0300
PROP_03194,1751381,"74.842.926/3587-38",Produtor Rural Exemplo PROP_03194,JURIDICA,329734.46,270679.89,INVESTIMENTO_MAQUINARIO,"{latitude=-10.942822, longitude=-39.912011, municipio=Municipio Exemplo 62, uf=MG}",1114.65,CANA_DE_ACUCAR,false,0,"{serasa_score=676, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-969117}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:45:24.540 -0300
PROP_01214,1751381,"57.959.627/6296-70",Produtor Rural Exemplo PROP_01214,JURIDICA,144667.04,10946.34,CUSTEIO_SAFRA,"{latitude=-10.06286, longitude=-54.096243, municipio=Municipio Exemplo 90, uf=PA}",1225.9,FEIJAO,true,13,"{serasa_score=498, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-106858}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:46:12.390 -0300
PROP_08777,1751381,"08.283.374/3637-56",Produtor Rural Exemplo PROP_08777,JURIDICA,730509.52,283507.89,INVESTIMENTO_MAQUINARIO,"{latitude=-33.241223, longitude=-60.957921, municipio=Municipio Exemplo 99, uf=PE}",41.5,FRUTICULTURA,false,0,"{serasa_score=787, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-946183}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:46:28.601 -0300
PROP_06619,1751381,"34.442.196/0885-21",Produtor Rural Exemplo PROP_06619,JURIDICA,604244.72,33668.59,AMPLIACAO_AREA,"{latitude=-14.010729, longitude=-51.526946, municipio=Municipio Exemplo 7, uf=ES}",1801.73,FEIJAO,true,27,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-145658}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:46:30.953 -0300
PROP_02004,1751381,"56.403.960/6498-37",Produtor Rural Exemplo PROP_02004,JURIDICA,911107.42,79599.77,INVESTIMENTO_MAQUINARIO,"{latitude=-21.854251, longitude=-45.910566, municipio=Municipio Exemplo 4, uf=PB}",1724.33,ARROZ,true,6,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-689927}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:46:42.316 -0300
PROP_08085,1751381,"55.026.975/6201-51",Produtor Rural Exemplo PROP_08085,JURIDICA,813835.79,398586.2,AMPLIACAO_AREA,"{latitude=-21.334623, longitude=-44.84313, municipio=Municipio Exemplo 99, uf=DF}",158.35,MILHO,true,14,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-680686}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:47:05.212 -0300
PROP_07898,1751381,"04.195.373/4907-62",Produtor Rural Exemplo PROP_07898,JURIDICA,204656.01,277436.66,AMPLIACAO_AREA,"{latitude=-3.266149, longitude=-56.445837, municipio=Municipio Exemplo 95, uf=SE}",602.78,ALGODAO,false,0,"{serasa_score=717, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-711480}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:47:30.324 -0300
PROP_00650,1751381,"32.738.824/4352-72",Produtor Rural Exemplo PROP_00650,JURIDICA,59151.1,237551.28,OUTROS,"{latitude=-8.924928, longitude=-46.409361, municipio=Municipio Exemplo 72, uf=CE}",371.16,ALGODAO,true,1,"{serasa_score=403, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-583534}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:48:30.892 -0300
PROP_05561,1751381,"70.257.991/1671-68",Produtor Rural Exemplo PROP_05561,JURIDICA,511266.93,82236.1,CUSTEIO_SAFRA,"{latitude=-11.564325, longitude=-39.434671, municipio=Municipio Exemplo 54, uf=CE}",1929.66,SOJA,false,0,"{serasa_score=815, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-964044}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:48:38.665 -0300
PROP_05826,1751381,"68.385.570/3147-08",Produtor Rural Exemplo PROP_05826,JURIDICA,480497.48,359107.22,INVESTIMENTO_MAQUINARIO,"{latitude=0.479782, longitude=-70.054612, municipio=Municipio Exemplo 100, uf=AL}",1827.71,FEIJAO,false,0,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-947578}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:49:09.284 -0300
PROP_08251,1751382,"45.027.551/0241-33",Produtor Rural Exemplo PROP_08251,JURIDICA,231785.49,470666.66,AMPLIACAO_AREA,"{latitude=-32.642966, longitude=-65.41519, municipio=Municipio Exemplo 60, uf=SE}",1015.6,ALGODAO,true,33,"{serasa_score=632, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-871618}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:13:21.570 -0300
PROP_10149,1751382,"51.533.249/0898-14",Produtor Rural Exemplo PROP_10149,JURIDICA,700394.86,117075.72,AMPLIACAO_AREA,"{latitude=-31.134659, longitude=-42.947926, municipio=Municipio Exemplo 7, uf=SC}",1819.54,CANA_DE_ACUCAR,true,6,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-696316}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:13:55.624 -0300
PROP_06268,1751381,"215.742.855-90",Produtor Rural Exemplo PROP_06268,FISICA,967048.91,79808.94,OUTROS,"{latitude=-19.759444, longitude=-35.628767, municipio=Municipio Exemplo 64, uf=DF}",514.61,CAFE,true,32,"{serasa_score=389, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-300922}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:51:21.085 -0300
PROP_01960,1751381,"651.471.604-53",Produtor Rural Exemplo PROP_01960,FISICA,711532.44,146444.7,OUTROS,"{latitude=-6.473813, longitude=-44.828894, municipio=Municipio Exemplo 90, uf=AM}",1728.7,SOJA,false,0,"{serasa_score=319, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-628777}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:51:28.752 -0300
PROP_08642,1751381,"831.349.557-67",Produtor Rural Exemplo PROP_08642,FISICA,358566.15,67073.33,AMPLIACAO_AREA,"{latitude=-23.712919, longitude=-73.482161, municipio=Municipio Exemplo 2, uf=DF}",253.1,FEIJAO,false,0,"{serasa_score=529, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-978752}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:51:47.620 -0300
PROP_00503,1751382,"789.608.974-33",Produtor Rural Exemplo PROP_00503,FISICA,76266.2,267856.08,OUTROS,"{latitude=-33.007814, longitude=-56.225282, municipio=Municipio Exemplo 15, uf=GO}",1913.2,CANA_DE_ACUCAR,false,0,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-762880}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:14:22.964 -0300
PROP_05389,1751382,"181.110.909-83",Produtor Rural Exemplo PROP_05389,FISICA,851050.21,426708.01,INVESTIMENTO_MAQUINARIO,"{latitude=4.672972, longitude=-34.52088, municipio=Municipio Exemplo 3, uf=MT}",1156.95,ALGODAO,false,0,"{serasa_score=515, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-452848}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:14:40.924 -0300
PROP_02240,1751382,"711.311.743-28",Produtor Rural Exemplo PROP_02240,FISICA,299000.39,157296.54,AMPLIACAO_AREA,"{latitude=-14.915824, longitude=-67.129525, municipio=Municipio Exemplo 28, uf=DF}",1829.64,FEIJAO,true,40,"{serasa_score=397, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-327539}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:14:52.451 -0300
PROP_09373,1751382,"423.242.730-22",Produtor Rural Exemplo PROP_09373,FISICA,359414.96,95844.48,OUTROS,"{latitude=-9.470362, longitude=-53.17891, municipio=Municipio Exemplo 79, uf=MA}",1215.32,FRUTICULTURA,true,3,"{serasa_score=401, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-208990}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:14:15.283 -0300
PROP_03716,1751382,"965.940.909-88",Produtor Rural Exemplo PROP_03716,FISICA,793625.21,316178.49,CUSTEIO_SAFRA,"{latitude=-17.206495, longitude=-38.681749, municipio=Municipio Exemplo 24, uf=SE}",1250.78,ALGODAO,true,23,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-205351}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:14:49.952 -0300
PROP_01693,1751382,"87.473.362/1589-76",Produtor Rural Exemplo PROP_01693,JURIDICA,347414.93,220132.57,AMPLIACAO_AREA,"{latitude=-28.803362, longitude=-63.341234, municipio=Municipio Exemplo 96, uf=RJ}",1257.07,EUCALIPTO,false,0,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-734130}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:16:17.948 -0300
